receptor activity	receptor binding	binding	protein binding	nucleic acid binding	catalytic activity	ubiquitin-protein ligase activity	ligase activity	DNA binding	transcription factor activity	transcription cofactor activity	transcription regulator activity	growth factor activity	enzyme inhibitor activity	serine-type endopeptidase inhibitor activity	enzyme regulator activity	protease inhibitor activity	protein kinase activity	non-membrane spanning protein tyrosine kinase activity	kinase activity	transferase activity	single-stranded DNA binding	enzyme activator activity	kinase regulator activity	kinase activator activity	DNA replication origin binding	RNA binding	mRNA binding	DNA helicase activity	helicase activity	hydrolase activity	DNA primase activity	DNA-directed RNA polymerase activity	nucleotidyltransferase activity	nuclease activity	hydrolase activity, acting on ester bonds	chromatin binding	phosphoprotein phosphatase activity	phosphoric monoester hydrolase activity	endoribonuclease activity	transporter activity	transmembrane transporter activity	cation transmembrane transporter activity	transferase activity, transferring glycosyl groups	isomerase activity	intramolecular transferase activity	phosphorylase activity	peptidase activity	metallopeptidase activity	amino acid transmembrane transporter activity	acyltransferase activity	oxidoreductase activity	lyase activity	carboxy-lyase activity	deaminase activity	hydro-lyase activity	racemase and epimerase activity	carbohydrate transmembrane transporter activity	ATPase activity, coupled to transmembrane movement of substances	pyrophosphatase activity	ion channel activity	anion channel activity	hydrogen ion transmembrane transporter activity	voltage-gated ion channel activity	voltage-gated potassium channel activity	cation channel activity	adenylate cyclase activity	guanylate cyclase activity	phosphoric diester hydrolase activity	nucleotide phosphatase activity	deacetylase activity	carbohydrate kinase activity	nucleotide kinase activity	transaminase activity	ligand-gated ion channel activity	cyclic nucleotide-gated ion channel activity	peroxidase activity	antioxidant activity	hydrogen ion transporting ATP synthase activity, rotational mechanism	calcium ion binding	calmodulin binding	acetyltransferase activity	G-protein coupled receptor activity	structural molecule activity	structural constituent of cytoskeleton	methyltransferase activity	DNA-methyltransferase activity	carbohydrate phosphatase activity	amino acid kinase activity	translation elongation factor activity	translation factor activity, nucleic acid binding	translation regulator activity	translation initiation factor activity	small GTPase regulator activity	guanyl-nucleotide exchange factor activity	serine-type peptidase activity	protein disulfide isomerase activity	lipid binding	hydrolase activity, hydrolyzing N-glycosyl compounds	phospholipase activity	lipase activity	hydrolase activity, hydrolyzing O-glycosyl compounds	galactosidase activity	glucosidase activity	transketolase activity	lipid transporter activity	cysteine-type peptidase activity	amylase activity	glutamate receptor activity	double-stranded DNA binding	voltage-gated calcium channel activity	voltage-gated sodium channel activity	calcium-dependent phospholipid binding	GTPase activity	hormone activity	transaldolase activity	endodeoxyribonuclease activity	extracellular matrix structural constituent	RNA-directed DNA polymerase activity	RNA helicase activity	actin binding	cytoskeletal protein binding	motor activity	transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein kinase activity	phosphatase regulator activity	phosphatase inhibitor activity	transmembrane receptor protein serine/threonine kinase activity	kinase inhibitor activity	structural constituent of ribosome	microtubule binding	RNA splicing factor activity, transesterification mechanism	aspartic-type endopeptidase activity	translation release factor activity	poly(A) binding	cytokine activity	neuropeptide hormone activity	damaged DNA binding	microtubule motor activity	exoribonuclease activity	aminoacyl-tRNA ligase activity	DNA-directed DNA polymerase activity	SNAP receptor activity	hematopoietin/interferon-class (D200-domain) cytokine receptor activity	tumor necrosis factor receptor activity	tumor necrosis factor receptor binding	hematopoietin/interferon-class (D200-domain) cytokine receptor binding	centromeric DNA binding	DNA topoisomerase activity	ligand-dependent nuclear receptor activity	DNA ligase activity	RNA methyltransferase activity	transforming growth factor beta receptor activity	DNA strand annealing activity	DNA polymerase processivity factor activity	exodeoxyribonuclease activity	DNA photolyase activity	acetylcholine receptor activity	GABA receptor activity	cysteine protease inhibitor activity	structural constituent of myelin sheath	phosphatase activator activity	intermediate filament binding
motor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987822394304627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95642792377354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transmembrane receptor protein tyrosine kinase activity	0.368181352164324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311777297608249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193531429842506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992443639542871	0.246446176367836	0	0	0.216992776062817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205221204267383	0.192027384622673	0.169750457661442	0	0	0	0.213874719172979	0	0	0.192027384622673	0	0	0	0	0.227277602253425	0.227277602253425	0	0	0	0
transmembrane receptor protein kinase activity	0.380977912888064	0	0	0	0	0.109116037994647	0.0732045437613015	0.0778516377442392	0	0	0	0	0	0	0	0	0	0.807199593258292	0.690656789256693	0.765627585195531	0.450260665692258	0	0	0	0	0	0	0	0.0634032466272619	0.0665299129715058	0.094529738660022	0.226858742303218	0.285298068615147	0.342352830649718	0.0675589422507741	0.0772878422425775	0	0.0665299129715058	0.0681392504886656	0.0597338438989183	0	0	0	0.350233519393469	0.065902659586979	0.0496064626802325	0.245249438207661	0.0834492365643326	0.0709662250175988	0	0.324300964547145	0.0816380623856695	0.0670198001069249	0.0570887188936589	0.0552205593681975	0.0583590882719111	0.0597338438989183	0	0.0621804328678829	0.0512936580783032	0	0	0	0	0	0	0.0576391962160381	0.0552205593681975	0.0547746176594488	0.0555360649258856	0.0534995868839057	0.559396699059112	0.601949566206872	0.27045818984061	0	0	0	0	0	0	0	0.303790678319701	0.320904809116044	0	0	0.320854518449656	0.262325472882614	0.047937151015279	0.490744753100938	0	0	0	0	0	0	0.0771701956507629	0.053209592107959	0	0.0572504016852756	0.0562187358646932	0.0629111202982008	0.0580080266140773	0.047937151015279	0.0554325697766881	0.218114707572881	0	0.0613811918479254	0.05086315160164	0.197009760980826	0	0	0	0	0.0634765930559455	0	0.201418157248607	0.0564017421555042	0	0.364073017459943	0.0632547170923957	0	0	0	0.246446176367836	0.99063261100356	0	0	0.221375112811607	0	0	0	0.0660146633282407	0.0660424648011185	0	0	0	0	0	0	0.0555360649258856	0.0564914402217853	0.275263556530426	0	0.209136676139317	0.195451383319542	0.172420583563456	0	0	0.047937151015279	0.218130782535461	0.0453294852262936	0.263978239536578	0.195451383319542	0	0	0.0536395486363676	0.0470655195907152	0.232089810218917	0.232089810218917	0	0	0	0
phosphatase regulator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510199575327745	0.452055418860794	0.584236721858349	0.477187423113373	0	0	0	0	0	0.459984192272929	0.499402761667823	0.444185710298695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521928956900551	0.466226395696047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996877537001187	0.911640583629066	0	0.462146607755059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349570953250297	0	0	0	0	0.349570953250297	0	0.744467515853602	0
phosphatase inhibitor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706698397342059	0.63342858122975	0.517848320806333	0.665306111150265	0	0	0	0	0	0.417812138995441	0.45008060851731	0.404736547458675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468295901918304	0.422955822213733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911640583629066	0.998938362580404	0	0.646266638753458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324666681503418	0	0	0	0	0.500056048025348	0	0.695878131232638	0
transmembrane receptor protein serine/threonine kinase activity	0.314901984294607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272705746251321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177725397127433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216992776062817	0.221375112811607	0	0	0.997439580340973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18753530493643	0.176456189679759	0.157466954031058	0	0	0	0.194735409940922	0	0	0.891987917623724	0	0	0	0	0.205784855248282	0.205784855248282	0	0	0	0
kinase inhibitor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866787230839999	0.759091177479197	0.654219044757885	0.805332998952851	0	0	0	0	0	0.502287209762548	0.89579234159505	0.78797981873904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577075788621013	0.509739653248272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462146607755059	0.646266638753458	0	0.992318741022919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373475103827977	0	0	0	0	0.575231445343457	0	0.337891469724671	0
structural constituent of ribosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653086088269748	0.613403296433765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.509361207049479	0	0	0	0	0	0	0	0	0	0	0	0.986073815025292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312164033829192	0	0
microtubule binding	0	0.345755590594013	0.148589037485809	0.387784857444623	0.139024551631154	0	0	0	0.123341147010032	0.119557053913161	0	0	0.255195868275657	0	0	0	0	0	0	0	0	0.0920005931913218	0	0	0	0.0825884742057133	0.106246949086201	0.100993567515723	0	0	0	0	0	0	0	0	0.0963231610672258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105304478245212	0.297379363680526	0	0	0	0	0	0	0	0	0	0.0952067426789735	0	0	0	0	0	0	0.0765403661927062	0	0	0	0	0	0	0	0	0	0	0	0.08310679019757	0	0	0.0952067426789735	0	0.240569519973159	0	0	0	0	0	0.810607695163565	0.832219295925446	0	0	0	0	0	0	0	0	0.9963154936614	0	0	0	0.0883302333953035	0.249566564378333	0.213159109950836	0.0863160829530234	0	0	0	0	0.240569519973159	0	0	0	0.22063529887202	0.078826667752899	0.0737693198259023	0	0	0	0	0.0737693198259023	0	0	0	0	0	0	0	0	0.528828887092561
RNA splicing factor activity, transesterification mechanism	0	0	0	0	0	0.122842312755622	0.0791369880815593	0.0845958786332381	0	0	0	0	0	0	0	0	0	0.0776777826426334	0.0657080952212276	0.0802314313808799	0.0990982646093326	0	0	0	0	0	0	0	0.0678056897129927	0.0713939212629645	0.104661153271233	0.0475360676521912	0.0605406311217261	0.0735597307909873	0.0725802571658994	0.0839305868861327	0	0.0713939212629645	0.0732504617773827	0.0636258181452859	0	0	0	0.0753837316555041	0.0706720955942673	0.0522612785513313	0.0515932597979502	0.0912467452150817	0.0765276515618272	0	0.0694053369009404	0.0890856675142465	0.0719583621387491	0.0606334100905706	0.0585303299317758	0.0620684166354408	0.0636258181452859	0	0.0664090370943528	0.0541373101727625	0	0	0	0	0	0	0.0612547409452888	0.0585303299317758	0.0580295714971657	0.0588849114594233	0.05660047895079	0.0573509213187616	0.061990503957576	0.0572071110232536	0	0	0	0	0	0	0	0.064724883616237	0	0	0	0.0686159179142585	0.0553893123619945	0.0504118415515054	0.0499524943331004	0	0	0	0	0	0	0.0837918663718349	0.0562759950864274	0	0.0608158263601206	0.059652964643777	0.0672431516890289	0.061671461234821	0.0504118415515054	0.0587685714648977	0.0456182470448931	0	0.0654981905956967	0.0536579701809403	0	0	0	0	0	0.067889582213736	0	0.0419760913795861	0.0598590534013412	0	0.0786022924389506	0.0676358452215655	0	0	0	0	0.0660146633282407	0	0	0	0	0	0	0.983076250546431	0.0708328933954972	0	0	0	0	0	0	0.0588849114594233	0.0599600949680318	0.0582842042640293	0	0	0	0	0	0	0.0504118415515054	0	0.0475360676521912	0.0557582156473956	0	0	0	0.0567571593197775	0.0494487976163829	0	0	0	0	0	0
aspartic-type endopeptidase activity	0	0	0	0	0	0.122938615889976	0.0791769441153443	0.0846415387348967	0	0	0	0	0	0	0	0	0	0.0777162784058088	0.0657356390230882	0.0802725005059243	0.0991609275466282	0	0	0	0	0	0	0	0.0678350205338471	0.0714264393025274	0.39836696223314	0.0475504815782833	0.0605640122627517	0.0735942521708237	0.27620237265209	0.319418901466292	0	0.271685744461362	0.278754011600156	0.242112645298932	0	0	0	0.0754199866799366	0.0707039592662038	0.0522787009896949	0.0516102396132807	0.636707220388034	0.533949265994661	0	0.0694360682840591	0.0891363043525525	0.0719913965055348	0.0606568629639357	0.0585521837933681	0.0620929929852165	0.0636516435490706	0	0.252707998015116	0.205993956619237	0	0	0	0	0	0	0.0612786770351564	0.0585521837933681	0.220809600626913	0.224065496140191	0.215369765697158	0.0573719031685927	0.0620150186339382	0.0572279877597927	0	0	0	0	0	0	0	0.0647516091238168	0	0	0	0.0686459540419091	0.0554088832030121	0.191813887456307	0.0499684111726505	0	0	0	0	0	0	0.584660292599584	0.056296197644527	0	0.23141575356278	0.22698916032585	0.255883437118666	0.234672887465572	0.191813887456307	0.223622639885819	0.0456315212235514	0	0.456962278595609	0.204169430452181	0	0	0	0	0	0.258344394122982	0	0.0419873302943299	0.227773660769518	0	0.0786417102297846	0.0676650292549978	0	0	0	0	0.0660424648011185	0	0	0	0	0	0	0.0708328933954972	0.983013801286455	0	0	0	0	0	0	0.224065496140191	0.0599830297612567	0.0583058746828549	0	0	0	0	0	0	0.05042805251686	0	0.0475504815782833	0.0557780480942075	0	0	0	0.21596616403962	0.0494643950288243	0	0	0	0	0	0
translation release factor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717002003627601	0	0.764434758457608	0.758459563624813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999375507400237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
poly(A) binding	0	0.121869113621264	0.157511910189286	0.137459594112814	0.284971112060843	0	0	0	0.251237148646631	0.243161109553658	0	0	0.088867904169599	0	0	0	0	0	0	0	0	0.185078155171761	0	0	0	0.16552817816646	0.762547210262108	0.833306839416017	0	0	0	0	0	0	0	0	0.0999952626031059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109708945766885	0.104140865458895	0	0	0	0	0	0	0	0	0	0.191770913569356	0	0	0	0	0	0	0.0788409983187038	0	0	0	0	0	0	0	0	0	0	0	0.166601005986243	0	0	0.0987926312400141	0	0.0836121501135974	0	0	0	0	0	0.0996920613423249	0.102453767222688	0	0	0	0	0	0	0	0	0.0883302333953035	0	0	0	0.994691812902017	0.0868426857285494	0.0738173036050825	0.173253469132788	0	0	0	0	0.0836121501135974	0	0	0	0.0764818098417935	0.157754964216785	0.147340859636953	0	0	0	0	0.147340859636953	0	0	0	0	0	0	0	0	0.0641896157218553
cytokine activity	0	0.577717145927654	0.144427396434618	0.37820525171948	0.135374846752524	0	0	0	0.120459911299592	0.116847956672156	0	0	0.428883316445871	0	0	0	0	0	0	0	0	0.0903879823080638	0	0	0	0.0812866069454091	0.104102063778853	0.0990536096960825	0	0	0	0	0	0	0	0	0.0945569106874686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103197099485025	0.291713110071411	0	0	0	0	0	0	0	0	0	0.0934808311144804	0	0	0	0	0	0	0.0754209011923339	0	0	0	0	0	0	0	0	0	0	0	0.0817886613162097	0	0	0.0934808311144804	0	0.404682487158838	0	0	0	0	0	0.279927189159	0.287250297398188	0	0	0	0	0	0	0	0	0.249566564378333	0	0	0	0.0868426857285494	0.996939986261163	0.359206266834501	0.0848950557604156	0	0	0	0	0.236847837992515	0	0	0	0.883010548964503	0.0776398443783819	0.0727288942232814	0	0	0	0	0.0727288942232814	0	0	0	0	0	0	0	0	0.183788629968091
neuropeptide hormone activity	0	0.469153331922738	0.111659748005294	0.30044003665547	0.106170848395367	0	0	0	0.0967735538582464	0.0944285759519582	0	0	0.366007434505349	0	0	0	0	0	0	0	0	0.0763632618809869	0	0	0	0.0697640302621099	0.0859265822062955	0.0824577155862867	0	0	0	0	0	0	0	0	0.0793177010805943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0853090956740842	0.243166425636705	0	0	0	0	0	0	0	0	0	0.0785591316446527	0	0	0	0	0	0	0.0653987647202874	0	0	0	0	0	0	0	0	0	0	0	0.0701335144187145	0	0	0.0785591316446527	0	0.889276453260037	0	0	0	0	0	0.234921461025279	0.240057494494296	0	0	0	0	0	0	0	0	0.213159109950836	0	0	0	0.0738173036050825	0.359206266834501	0.999562855180166	0.0724053525122232	0	0	0	0	0.203811092497734	0	0	0	0.323475202880989	0.0670606738254099	0.0633650192698736	0	0	0	0	0.0633650192698736	0	0	0	0	0	0	0	0	0.163254184543564
damaged DNA binding	0	0.118067950718662	0.151219569900108	0.132642891407352	0.274331892854972	0	0	0	0.499696011453184	0.484147768365329	0	0	0.0868294415580243	0	0	0	0	0	0	0	0	0.371342561184434	0	0	0	0.332981465187487	0.208838453518482	0.198388884380251	0	0	0	0	0	0	0	0	0.0974217508269188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10661888525898	0.101352520255906	0	0	0	0	0	0	0	0	0	0.186893281401426	0	0	0	0	0	0	0.0772324187239352	0	0	0	0	0	0	0	0	0	0	0	0.335091751265135	0	0	0.0962798720987984	0	0.0818052205815145	0	0	0	0	0	0.097133932857356	0.0997538623878794	0	0	0	0	0	0	0	0	0.0863160829530234	0	0	0	0.173253469132788	0.0848950557604156	0.0724053525122232	0.995878348841566	0	0	0	0	0.0818052205815145	0	0	0	0.0749671334185989	0.317673288207994	0.29711450893892	0	0	0	0	0.29711450893892	0	0	0	0	0	0	0	0	0.0631192858251506
microtubule motor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95642792377354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990882408043465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exoribonuclease activity	0	0	0	0	0	0.0909199596078941	0.064539098035177	0.0681241865740005	0	0	0	0	0	0	0	0	0	0.0635652686369069	0.055318936537811	0.0652651596976926	0.0772250769756955	0	0	0	0	0	0	0	0.0567981978423224	0.0592945294141279	0.306434536041689	0.0418500648755741	0.0516102396132807	0.0607808071864977	0.790691022736558	0.617121909640571	0	0.540564692440461	0.552188128213758	0.708151275234958	0	0	0	0.0620207765049212	0.0587957782908544	0.0454694405249676	0.0449629283897495	0.275283103047904	0.238846645218239	0	0.0579163500951048	0.0710059958057224	0.0596833450613343	0.0516776503755378	0.0501420860395096	0.0527164215817338	0.0538356334183832	0	0.212303959296565	0.178329322163059	0	0	0	0	0	0	0.0521283089254596	0.0501420860395096	0.453770927413466	0.459495862901163	0.185313233764004	0.0492739992757591	0.0526602080604636	0.0491678057102115	0	0	0	0	0	0	0	0.0546204056991277	0	0	0	0.0573656151135521	0.0478189948346452	0.40170490516008	0.0437116662364017	0	0	0	0	0	0	0.257138005044222	0.0484784238072893	0	0.197070802418855	0.46461619507076	0.514203272996329	0.199427957202051	0.167603057275517	0.191390836286905	0.0403563949566068	0	0.209851225251278	0.176960321817043	0	0	0	0	0	0.216267960290648	0	0.0374794996220131	0.672352190470779	0	0.0641830283410898	0.056678973499079	0	0	0	0	0.0555360649258856	0	0	0	0	0	0	0.0588849114594233	0.224065496140191	0	0	0	0	0	0	0.996752638481234	0.0511877443128959	0.049961343006634	0	0	0	0	0	0	0.044063002352743	0	0.0418500648755741	0.0480936996752445	0	0	0	0.642374025179875	0.0433254798608673	0	0	0	0	0	0
aminoacyl-tRNA ligase activity	0	0	0	0	0	0.0935089391589864	0.586470757749295	0.619738830813493	0	0	0	0	0	0	0	0	0	0.0648199835481274	0.056266792258464	0.0665885788246729	0.0790848848954943	0	0	0	0	0	0	0	0.0577978818277187	0.0603848619211639	0.0825880406952329	0.0423902950412834	0.0524343165177189	0.0619270136593556	0.061231367790672	0.0691168368146026	0	0.0603848619211639	0.0617076800086926	0.0547329274116058	0	0	0	0.0632146860961382	0.0598676796603728	0.0461078670145129	0.0455871128216346	0.0740031284896776	0.0640171283215561	0	0.058956142158314	0.0725752740832558	0.060788157077409	0.052503898655504	0.0509195917125314	0.0535764969151528	0.0547329274116058	0	0.0567799884211471	0.0475619808811151	0	0	0	0	0	0	0.0529691479888232	0.0509195917125314	0.050540172281895	0.0511877443128959	0.049452701435554	0.0500246152908679	0.053518435178949	0.0499151652736593	0	0	0	0	0	0	0	0.0555442748785236	0	0	0	0.0583855520067907	0.0485256178400849	0.0446622844094313	0.0443013656993708	0	0	0	0	0	0	0.0690227357386547	0.0492048180227178	0	0.0526406235325589	0.051767140190751	0.0573886441871894	0.0532804713751748	0.0446622844094313	0.0510998086292747	0.0408585192611392	0	0.0561128038764707	0.0471916094552638	0	0	0	0	0	0.0578588264528116	0	0.0379122017660634	0.0519222717951153	0	0.0654624951232845	0.0576744282651557	0	0	0	0	0.0564914402217853	0	0	0	0	0	0	0.0599600949680318	0.0599830297612567	0	0	0	0	0	0	0.0511877443128959	0.996128145881471	0.0507332104188548	0	0	0	0	0	0	0.0446622844094313	0	0.377632642823345	0.0488085253278894	0	0	0	0.0495722660370861	0.0439047364898131	0	0	0	0	0	0
DNA-directed DNA polymerase activity	0	0	0	0	0	0.0894957639743112	0.0638181974778353	0.0673214688563216	0	0	0	0	0	0	0	0	0	0.314622273719948	0.274197683564721	0.322941017340691	0.381331105278461	0	0	0	0	0	0	0	0.0562391088743359	0.0586854790365572	0.0794417525914573	0.207922401137872	0.255979468374209	0.300985393909628	0.0594846944005529	0.0668994626063981	0	0.0586854790365572	0.0599341201081244	0.0533330889450934	0	0	0	0.307059758688988	0.0581968790332481	0.0451104321875236	0.223267185949162	0.0714669047606321	0.0621103820845917	0	0.286943004807193	0.0701343625084913	0.0590663225279197	0.0512144137374106	0.0497058536872445	0.0522344615978646	0.0533330889450934	0	0.0552749210556773	0.0465013649570227	0	0	0	0	0	0	0.0516569945272753	0.0497058536872445	0.049344242414967	0.049961343006634	0.0483071001383952	0.244491126993947	0.261139601899211	0.243968704278157	0	0	0	0	0	0	0	0.270768084428969	0	0	0	0.28424154637395	0.237331509280758	0.0437257775087828	0.217101114164116	0	0	0	0	0	0	0.0668112986423211	0.0480705409652808	0	0.0513444968955221	0.0505131584673925	0.0558515733431029	0.051953041628814	0.0437257775087828	0.0498775670792649	0.200553496726006	0	0.0546424408630264	0.0461472661779376	0	0	0	0	0	0.0562968089091586	0	0.186349770829702	0.0506608547149416	0	0.317645965793805	0.0561222177163143	0	0	0	0	0.275263556530426	0	0	0	0	0	0	0.0582842042640293	0.0583058746828549	0	0	0	0	0	0	0.049961343006634	0.0507332104188548	0.997064884781115	0	0	0	0	0	0	0.0437257775087828	0	0.041545744787729	0.238683522033651	0	0	0	0.0484211829435309	0.0429994076482153	0	0	0	0	0	0
SNAP receptor activity	0	0.3218135410808	0.135707235852072	0.357919735548805	0.127684464401587	0	0	0	0.114332404903609	0.111073596716717	0	0	0.241912165569562	0	0	0	0	0	0	0	0	0.0868936003094496	0	0	0	0.0784494661802269	0.0994939021933968	0.0948725831247526	0	0	0	0	0	0	0	0	0.090739561853177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0986669643920238	0.279495031830642	0	0	0	0	0	0	0	0	0	0.0897481576231469	0	0	0	0	0	0	0.0729722804095493	0	0	0	0	0	0	0	0	0	0	0	0.0789169850394016	0	0	0.0897481576231469	0	0.228729548040119	0	0	0	0	0	0.268657376053088	0.275395603311002	0	0	0	0	0	0	0	0	0.240569519973159	0	0	0	0.0836121501135974	0.236847837992515	0.203811092497734	0.0818052205815145	0	0	0	0	0.998001623680759	0	0	0	0.210635431907104	0.0750474995001398	0.0704493100948175	0	0	0	0	0.0704493100948175	0	0	0	0	0	0	0	0	0.178862445543331
